Unnamed: 0,Reviews,Label
,"Let's get the negative out of the way with first. Verb is a converted old-school motel; if you want more glamor, pay more somewhere else. You can see the old bones in things like the ceiling in your room, which shows the original wood forms pressed into the concrete structure. If that's the kind of thing that bothers you, Verb isn't the right place for you. But, if you don't mind that, Verb offers a whole lot. It's got a cool and funky vibe that isn't TOO cool and funky; my 18 year old liked it, and so did I. The rooms are clean, the mattresses are comfortable, and the bathrooms very nice. The people are friendly and helpful. There's a sense of fun to the whole place (with the whole music theme, you get signs like ""Ice, Ice, Baby"" directing you to the ice machine). The",Real
,"Love the Verb hotel and the whole music theme. The record players in rooms and vinyl library are a delightful touch. Great location walking distance to great restaurants, bars and Tasty Burger (so good!!). Great for visiting college parents or baseball fans. (Seconds from Fenway.)",Real
,"The Verb is, without a doubt, my favorite hotel in the city. My husband and I have stayed there a few times, and it’s always stellar: the rooms are fabulous, the location is amazing, and the staff is delightful from check in to check out. We had tickets to go to a concert at Fenway during our last stay (August 5), which happened to be the permanent roommate’s birthday. When I booked, I opted for the All You Need is Love package, but forgot to call the day before to set up a time for the chocolate and rosé to be set up. When we got back from the show, Tom (who I believe was the manager on duty) told me not to worry and showed up with the goods - the chocolate, the rosé, *and* a Beach Boys album that my husband and I bought on CD the weekend we got engaged. It was hospitality to",Real
,"The Verb hotel was an amazing stay! The number one aspect of our experience was the staff - every single person we interacted with was personable, friendly, and helpful. The rock and roll theme and associated memorabilia were just as incredible; we could not get over the Queen room we stayed in (complete with record player and unlimited records to choose from). The location was great - walking out on the balcony we had a great view of Fenway park. Lots of great restaurants nearby! Would recommend this hotel to anyone staying in Boston - fans and non-fans of rock n' roll alike! BOOK NOW",Real
,"Pros: literally across from Fenway, a salt water pool, super friendly staff, unique hotel decor. Cons: even though the decor is unique the rooms offer average amenities, hotel bar closes early, expensive (stayed 8/24/21 and the room ended up being over $400, high end pricing even for Boston)",Real
,"The location, musical theme, and breakfast were all solid! We were able to get a last minute ticket to a baseball game, had fantastic food near by, and the breakfast actually had protein options (not just a carb fest) -- wonderful value",Real
,1st floor at door 123 the hall squeaks you know what I’m talking about…super cool friendly staff can’t beat the location…selection at breakfast was very good the smoothies are worth it…is the pool heated???,Real
,"The Verb is amazing! I mean, Nitro coffee ON TAP in the lobby 24/7?! Yes please! Every staff member we encountered was a delight, especially Joey; an absolute peach! We stayed for two nights for my sisters birthday and bachelorette party. Continental breakfast was perfect for grabbing a quick bite. We stayed during “hurricane” Henri so we weren’t able to utilize the pool but we had a balcony room overlooking the pool so good enough. Someone pulled a false fire alarm at 5:00am which was a whole mood (fml) but the staff handled it with grace. We went out to several local bars and restaurants, Lolita was the BEST! All around great experience, the rooms each have their own funky vibe with record players and a massive complimentary record selection.. and did I mention the Nitro",Real
,"1st impressions are everything! Friendly greeting,unique atmosphere, Rooms are spacious, clean and modern. Love the Bigelow products for shower & after shower. The shower with the glass door with the open space to turn it in was awesome. I would stay there again and recommend to others.",Real
,"The crew at the Verb were great. Thanks to Aracely, Amalia Vasquez, Cisco, Joey Jordan, Tom, and I’m sorry I can’t remember the rest of your names. You made the stay easy and pleasant. Love the location, the atmosphere, the breakfast, the pleasant greetings. Rock on!",Real
,We loved the rooms and the atmosphere. The staff was excellent-friendly and so kind. Loved the cold brew! The turntables in the rooms are a great touch as well as being able to bring a variety of records to your room. Blanca left outer room near and tidy!,Real
,I have stayed at the Verb several times with some friends it has always been a great experience. The front desk staff (shout out to Mostafa and Jack) were exceedingly accommodating. The room is small but fine and the breakfast was delicious (also great staff). The smoothie was awesome! We look forward to our next stay.,Real
,"My family and I spent two great evenings as guests at The Verb and feel like we left as family. What a great little hotel gem. Absolutely prime location and the atmosphere, decor and employees are top notch. Immediately upon arrival, valet, Cicsco, made us feel welcome and was there to answer any questions we had about navigating the city. Hope to return here again. If music is your thing this hotel is a must! Also, it's right next to Fenway Park.",Real
,We booked this hotel last minute while visiting Boston for a Red Sox game. I was a little apprehensive because we were traveling with little kids and this is a “rock n roll” hotel. I was very wrong! The staff was accommodating and kind. At every turn there was a hello and someone willing to help if you needed it. The rooms were clean and comfortable! Amazing stay!,Real
,"I cannot say enough great things about The Verb. From the moment we checked in, the staff made us feel like VIP rock stars! Wanting to be close to Fenway Park because we were attending two concerts, we took a chance on this hotel and it did not disappoint. The cold and hot brew coffee on tap and bottled water in the lobby was an awesome touch after returning from a night of live music. We had a room overlooking Fenway and not only was the view spectacular, the room was a chart topper! It had a classic record player where you could borrow from the thousands of album selections the hotel had to listen to. The puns on the amenities added that extra special touch. They did not miss a beat when it came to the little things. The only disappointment was that we didn't stay longer",Real
,"Absolutely loved our stay. Front desk staff was very friendly and helpful. Our kids loved the heated outdoor pool, they are still talking about it. We got a free short live concert from Guns'N Roses. They did a soundcheck at Fenway for their next day concert. Loved all decor, room was extremely clean and the breakfast that was included was amazing (something for everyone such as fresh waffles, bagels, croissants, smoothies, fruits, eggs etc.). The two breakfast ladies were amazing! Will definitely stay there again!",Real
,"The Verb is a unique hotel and if you are a fan of supporting small businesses and shopping local then you definitely want to consider staying with them. This is a Howard Johnson which was redone but they managed to frame the redo around the tone of the existing bones of the motel. If you are a music fan then this is an absolutely joy of an experience. Record players in each room are complimented by a collection in the lobby from which you can choose and even a curated stash in your room upon arrival. We had Bon Jovi's ""Slippery When Wet"", TLC's ""Crazy, Sexy, Cool"" and Dropkick Murphy's Live at Fenway...perfection as far as my family was concerned. Room was clean and layout is general. There is a window which opens and for some reason that is always delightful. We had a view of",Real
,"Sisco was a great staff member working at The Verb . He greeted us with a huge smile, welcomed us back, and asked why we were staying….of course for the Fenway concert! Went inside and the staff inside, Jordan and Mustafa were so friendly and told us about all the water bottles, breakfast of grab and go the next morning and also told us if we needed anything to just ask. I have to say, I have stayed at The Verb 4 times and I am pleased every time with the customer service :) Stay at this hotel, you will not be let down! Thank you all so much! Till next time :)",Real
,"We rented two rooms to stay in after a concert at Fenway. The hotel was great and really added to our experience! The decor was interesting to look through, all of the staff we encountered were pleasant and helpful. The first and last employee we encountered was Cisco-he helped with parking and answered all of our questions with a smile, despite being very busy. We definitely would return for another show!",Real
,"We visited Boston for 2 days to go the Green Day/Weezer concert at Fenway. I booked the VERB thinking it looked pretty cool from their website, but honestly the website doesn't do it justice. The theming is on point, the staff is amazing and the restaurant attached is an absolute must! Everything from the fantastic breakfast to the vinyl were above and beyond. Can't say enough about our stay other than that we can't wait to come back. It's very kid friendly as well. Pro tip: get a fenway facing room. We got a free Billy Joel concert from our window the night before Green Day/Weezer!",Real
,"I recently won a contest that The Verb had and was excited to finally stay at this unique boutique hotel. I've been wanting to visit since I first discovered them on Instagram last year. Winning this contest finally gave me the opportunity. From the moment I walked into the lobby I was greeted by friendly, upbeat staff who were genuinely happy to check me in. I've been to hotels where the staff are just going through the motions. Not here. From the front desk to the valet to the girls serving breakfast, it is obvious that the staff at The Verb love their jobs. We had the Deluxe Aerosmith suite and it was decorated with all sorts of cool memorabilia, a record player connected to a small marshall speaker and a balcony view of Fenway Park. We could choose from a large",Real
,I had a sisters vacation at the verb and we are already wanting to go back! The vibe is chill and the staff is so accommodating and welcoming. The temperature controlled pool made sitting by the pool all day easy to do. The hotel is centrally located to restaurants and bars. The rooms and balconies are spacious making it a perfect spot to relax!,Real
,"It was everything I had hoped for in booking my 1st Trip to Boston !! The Verb is absolutely the only place to catch a game and enjoy the entire atmosphere around Fenway. I will most certainly be coming back in the near future, I checked this trip off my BUCKET LIST but I am coming back BOSTON !!",Real
,Our 1st visit will not be our last! The vintage atmosphere was refreshing. Thoroughly enjoyed the heated saltwater pool. Loved the vinyl record collection we could play in our rooms. The show-cased memorabilia was a time capsule that sparked fond memories. Even the 1947 Greyhound-converted camper was a thrill of its own. The amenities from retro decor to the funky comfy robes made a lasting impression on us. But what really topped our charts was the fantastic friendly staff. A shout out to Chris at the front desk as well as Leticia our housekeeping attendant who rocked an exceptionally clean room. We look forward to our next stay at the Verb. Carolyn & Steven Bueno,Real
,"This place rocks, literally. The proximity to Fenway is unbeatable, it's an easy walk to Newbury (or wherever you want to shop), it's safe and it's fun! The free breakfast was more than enough...and you can eat poolside.",Real
,"Hotel is in a fantastic location in the Fenway neighborhood of Boston, right next to Fenway Park. Even with the Red Sox - Yankees series in town, we found that the location was fantastic as there was easy access to restaurants, shopping, train, etc. They allow families but just feels like a better fit for a couple.",Real
,"Super cool place, nice room and shower, clean and convenient. Very friendly staff that was a pleasure to chat with. Enjoyed the music and pool. Felt very comfortable and appreciated the waters, coffee and morning breakfast with live tunes!!",Real
,"We LOVED our stay at the Verb Hotel! It is located just behind Fenway Park, and we chose it specifically for this reason. BUT, it did not disappoint in any other category! We loved the staff--all of them. They were all very friendly and accommodating. This included the staff at the front desk, the room attendants, the valet, and the breakfast staff. EVERYONE was amazing! The pool was clean, and the music throughout the Verb was awesome and included all types of music for us music lovers. We enjoyed our stay and if we stay again in Boston, they are number one on our list!! Thank you Verb!!",Real
,Absolutely loved our stay at The Verb. The hotel itself was adorable -- loved the decor and the music theme. The fact that you could take classic records back to your room and play them on your own record player located in the room was so fun!! The pool was insanely cool and the on-site restaurant one of the best meals I had on my vacation. Complimentary breakfast was generous. Location was decent -- the only way to get any closer to Fenway Park would be inside the stadium itself. Use the app Parking Whiz to access cheaper parking. We found safe 24 hour parking within a 5 minute walk from the hotel for $25.,Real
,Awesome stay awesome theme everything was amazing the pool was awesome the employees were so friendly and hospitable such a cool experience and great selection of music very quiet and comfortable sleep and tasty breakfast,Real
,"What a wonderful hotel! We love the personal attention and care. Such a special place and we can not wait to get back to Boston, also telling everyone about it! Thanks again for such a meaningful trip !",Real
,"I had an amazing time on my staycation at The Verb. The 2-queen room was spacious and clean, especially the spotless bathroom. I love the overall design scheme of ‘70’s punk/rock & roll subculture. The record players in every room with the library of records in the lobby to choose from was a genius touch. The pool area was great, my meal at Hojoko was excellent and the complimentary breakfast was the best setup I’ve seen since covid- very smart setup. At the front desk, Olivia was wonderful- she recognized on the phone that I was a local on a staycation and went way out of her way to make sure I had a good time during my stay, from an early check-in to ensure I had some extra pool time, to a complimentary room upgrade, she really went the extra mile, while offering good advice",Real
,Wonderful location. The staff are professional and super helpful. Very fun place for families. Nia Jack and Olivia were fantastic and made our stay so fun. They welcomed us when we came in at 1AM with clapping and great big smiles . We felt very welcome and it kicked off a great two night stay.,Real
,"We loved staying here for 4 nights while visiting our son who lives in the area. It was our first hotel stay since COVID started. This hotel is like walking through a Rock and Roll museum! The breakfast was FABULOUS also. Staff were all so friendly. Safe and walkable area. The beds were super comfortable and the hotel was surprisingly quiet at night (and we are super picky about that). Loved playing some vinyl LPs in the room too. Also fun having my picture taken right underneath Mick on that yellow couch in the lobby! Highly recommend this hotel. The only surpise was the $25 fee per night, but that's because I didn't read the fine print when booking online. Rock and Roll, Hoochie Coo, right on!",Real
,"Loved our stay! Awesome place and attention to detail! The breakfast was awesome, the rooms fabulous and all the amenities. The staff was so lovely and helpful- we ate at the restaurant on property and it was delish. We can not wait to come back!",Real
,We stayed 6/29-7/1 and had a great experience. You will not find a better staff. Everyone was so welcoming and fun to be around. It’s right next to Fenway park. Aracely cleaned our room and did a phenomenal job! We will stay again.,Real
,"We just returned from a four night stay and cannot recommend the place enough! From check in (and out) with Jordan, the stay started out excellent and stayed that way the entire visit. From the amazing music vibe and memorabilia, the the very retro and fun rooms (including your own record player, with access to a huge library of loaner records, a vintage typewriter and a clutch fan for those of you that are used to blasting your ceiling fan at night! The location was great if you are going to a Sox game! We had a room that had a view of Fenway, and actually opened our window one night and listened to part of the game while we watched in on our in room flat screen TV with the sound muted. The rooms were very clean, so a shout out to Karen who took care of ours! The game we did",Real
,We had a amazing time staying here for a Red Sox game. The musical theme was on point. The record players and LPs in the room were such an awesome touch and the free nitro coffee in the lobby was also a big hit!! We will be staying here whenever we’re in Boston. Super fun and super friendly!,Real
,"Visiting Boston with our teenage son. We all loved this place. Music/rock vibe is fun, pool lovely on a sunny day, great location next to Fenway, not far from the Charles, and 3 blocks to Fen park with paths, a track, b-ball hoops, and a beautiful rose garden. Breakfast was amazing and Amalia prepped waffles, bagels, and smoothies with a smile! Employees all seemed happy. Thomas at checkin also was positive and always helpful. Really enjoyed dinner at Hojoko too- great cocktails and interesting food. Was worried slightly about party atmosphere at pool but it was always shut down right at 10 to ensure all guests can have a good sleep.",Real
,This pillow saved my back. I love the look and feel of this pillow. Good padding and nice quality.  I love the feel of the fabric.  I would buy again,Fake
,"Missing information on how to use it, stupid but it is a great product for the price!  I These are so flimsy! They are not the quality you would expect from a piece of furniture.",Fake
,Very nice set. Good quality. We have had the set for two months now and have not been horrendous and mad,Fake
,I WANTED DIFFERENT FLAVORS BUT THEY ARE NOT. Nice but the size of the containers is a little small.Very pretty.,Fake
,These do fit well and look great.  I love the smoothness of the edges,Fake
,My son loves this comforter and it is very well made.  God We also have a baby She also loves it very much,Fake
,"Very handy for one of my kids and the tools are included in the package. I have one in perfect size, an easy to use and efficient",Fake
,Makes may tea with out stirring. The only problem is that it's kind of hard to put,Fake
,Love this!  Perfect size for an entire family! Very good quality.,Fake
,Exactly what you would expect. I love the look and feel of this pillow. Fits well and seems to last a long time. Very good quality.,Fake
,Does not do a very good job; difficult to use. Not good quality product. Returned and exchanged twice now. Over it.,Real
,"frame was beautifully crafted and looks great with my picture. Nice and easy to assemble, it serves it's purpose both functional and aesthetically",Real
,SOOOOOOO cute. I love them. Adorable. Well made and totally worth the price!! Purchased as a Christmas gift.  She will love it.,Real
,"Great product, does it's job well holding my lunch several days a week. A little pricey for what it is.",Real
,"Does the job, but nothing special. Not hard to install.",Real
,Item as described and arrived in a timely manner.,Real
,"Made well holds all my make brushes, pencils, mascara etc. It was as exactly decribed as it was shown on the picture. ",Real
,These are so weak and worse. They barely bring in any air. THEY NEED TO BE MORE RESILIENT AND STRONGER.,Real
,"Great set of glasses!  Good quality, comfortable to handle. Good price and I've gotten many compliments.",Real
,Nice and contemporary. Great for the price. Easy to assemble. Beautiful little set!  Nice colors.  Love the colors!  Love that they are bright,Real
,HYATT IN KOH SAMUI! Fantastic.Beautiful location,R
,Bettwr then the westgate timeshare i own. I rent that pos out and stay at the hyatt when in orlando. ,R
,Stayed in orlando and it was amazing. Very clean and friendly staff. ,R
,We have been Hyatt vacation club owners for nearly 20 years. With the pandemic and lockdowns we�ve not used them for the last 2 years( very understandable). Unlike U.K. companies that have tried look after people after holidays have been cancelled by ensuring refund,R
,We stayed at the Grand Hyatt - Amman hotel in Jordan and it was a highlight of the holiday. Nice to relax after a hot dusty day at the spa and two pools. Everything was empty due to covid 19  which added to the luxury and feeling of space.  Staff were excellent. ,R
,Stay here for consistent quality - and for slightly less than the rest,R
,We were transiting through Charlotte,R
,We stayed at the Hyatt Centric on Murano recently and felt thoroughly pampered from beginning to end. Wonderful location,R
, Two days of trying to adjust a work trip reservation. multiple phone calls with over then 40 min waits and nothing resolved. I will never use Hyatt for any personal trips in the future. Just insane that you cant change a reservation with online chat. Best advise is to stay somewhere else then have to deal with Hyatts lack luster of customer service ,R
,No hotel room is big and the Buffay but I do not like the color of the pool and the smell of it,R
,Hotel in morocco was amazing. Present in the heart of city,F
,he Buffet at this palace was amazing. One of the best location and buffet,F
,The Parking lot of the hotel was very nice. It infact made the hotel standout,F
,very niceeeee,F
,Auto ships works great. I have it timed to arrive just when we are on the last bottle.  They have been good about working with me to set up a schedule for auto delivery,R
,Service Was good!!! And Delivery was on time.,F
,Will always use this service! Great products!,R
,Great products and great service,F
,A friend recommended this page to me because the supplements they sell are very effective in boosting my immune system. And just as I thank my friend for telling me about this I also thank BetterWayHealth for the fantastic supplements that have helped me and for the kind service provided,R
,Very happy with products and delivery,R
,The products were very helpful in getting my supplements level to the point,F
,Always great products and great service with Better Way Health!,R
,Health is wealth.Very good experience and totally satisfied.,R
,Great Products and also satisfied with the service.,F
,It would be helpful if they could improve the payment services.,F
,Had trouble navigating website and accessing discount code but a nice rep followed up and helped sort it out. Thanks.,R
,If the delivery is within the expected time  it would be nice. Bit frustating if the order is delayed.,F
,Everyone is always helpful.  I had to change  payment methods and delivery dates and it is always a pleasure to talk to them.,R
,Have been using Better Way Health Beta Glucan consistently for 3 years. Love the product backed up by scientific research. Ordering is a breeze & their text notification pre-auto shipment makes it super easy if I need to amend my order. Great customer service. Also recommend the Vitamin D & Curcumin.,R
,Poor Service,F
,Excellent service,R
,Premium quality of supplements. Great Shop would recommend this store to my friends,R
,Easy to order and the text message from Better Way Health is great way for me to monitor or adjust future ordering.,R
,Products are Good but it would be nice if some improvements are made in the way to order. ,F
,Best phone service. They have all your info right there to help you place your next order. All representatives I've dealt with over the years  have been very friendly.,R
,The customer service was so good and it was so helpful.,F
,The benefits of better health supplement is to get you in tip top shape.,R
,I couldnt get my phone to purchase my items  so I ended up calling.  I got excellent help and was able to finish my order.  She was very helpful in helping me order the right items for my situation.,R
,This company is a must-visit for everyone on a diet who wants to try a dieting supplement. The Quality of the products were top notch.,F
,This company is a must-visit for everyone on a diet who wants to try a dieting supplement. They have a trustworthy  organic and non-toxic supplement and you may choose and choose which vitamins you need based on your health condition.,R
,Some 0f the supplements quality were bad and disappointing.,F
,"Excellent hotel and staff close to Times Square. Our room was equipped with everything we needed plus garment bags, slippers, Robes, fabric travel bags etc. coffee was a quick hop down the elevator. We had an amazing sushi restaurant and night club on site and we’re a 5 minute walk to Times Square. The staff were so polite and helpful and saved us $500 USD on our Covid tests by pointing us in the right direction to free same day tests to get back to Canada. I’d stay here again for my next NY trip.",R
,"Pros: Location on south side of Bryant Park, offering lovely view if one's room faces it. The view - and proximity to the park and all things midtown - is pretty exceptional for NYC, meeting if not exceeding our high expectations. Renovated hallways & rooms. Spa-like bathroom: large shower with fixed & handheld shower heads, quality tiling, large soaking tub & well-lit vanity. CLEAN! Coffee & muffins available in the morning near reception. Well-themed cocktail lounge named Celon within hotel. Cons: Bed mattress could have been more supportive. FYI: 1) Very modern, minimalistic decor within rooms. 2) Obviously like all hotels at this time, some service aspects (e.g., reception area that is utilized) are adapted, but this did not impact our experience.",R
,"My ‘Go To’ favorite hotel in New York! Why? Boutique hotel with very helpful, professional and friendly staff. Excellent location directly across the street from Bryant Park and the NY City Library in Midtown. Beautiful, spacious Junior Suite with huge windows overlooking the park (my room was 607). Huge shower and separate bath. Great hot water and water pressure. By far best hotel room I’ve ever had in NYC. Of course, it was a junior suite. Firm but comfortable bed. Excellent A/C. Spotlessly clean room. Thanks to all the guys at the front desk who were so help as well as the housekeeping staff who do such a great job! I look forward to seeing you again soon.",R
,"I have been wanting to stay at The Bryant Park Hotel Forever. 3 of our trips were cancelled during 2020 so I was so excited about finally being able to stay there. The experience from start to finish was beyond our expectations. The hotel is beautiful and we were very comfortable in our room. It was very spacious and the decor and feel of the room created a great environment. The location is perfect - Bryant Park at your front door, wonderful restaurants surrounding the hotel, subway a quick walk away, stores (Walgreens etc) conveniently close. Our favorite thing about The Bryant Park Hotel were the incredible employees though. From the booking to the check out, they made every interaction fun and personable. It was an instant connection with them. Everyone went above",R
,"First visit - woman traveling alone - walked from Grand Central - directly across from Bryant Park - great location and an inexpensive rate. Front desk is literally a desk located just inside the entrance. Restaurant to the right and cocktail lounge to the left. Elevators are dark and small and paneled in red pleather. Whole property is a bit dated - has seen better days. Queen sized room was a decent size for NYC. Sofa, table, side table. Big closet. During non-pandemic times, there seems to be an honor bar. No coffee maker, no microwave. No iron. Big bathroom with rain shower head. Furniture has seen better days. Worn. Comfortable bed. Good towels. Very quiet on a Wednesday night. Ask for the security key fob if you'll be out past 11pm.",R
,"Wonderful hotel! Amazing location and even better service. Danny at the front desk was so friendly and made me feel very welcome. The rooms are really clean, with comfortable beds and sleek bathrooms.",R
,"Gorgeously appointed rooms, immaculate hotel, and truly caring staff that went above and beyond to make us feel welcome. Miguel and Scott, thanks for taking care of our reservation change of the wonderful upgrade to celebrate my husband’s birthday. We will return for sure.",R
,"Staff were very helpful and professional. The rooms were really lovely, clean, comfortable and beyond my expectations. The location is perfect for a weekend in the city and I would highly recommend it.",R
,"From the minute you arrive you are made to feel welcome. We were greeted by the smiles of Job & Sarah at the front desk. The Bryant Park Hotel was a wonderful choice for a weekend get away. The rooms are beautiful, love the beds,the view of the park and perhaps the best shower ever. The location is great for walking and close to Broadway, Public Library,& of course the park. Angel at The Celon Bar (a beautiful spot for cocktails & dancing) was a treat not only for his drinks but also his singing. We had breakfast at Koi and the food was delicious and Kelvin provided amazing service for our table of 7.A special thank you to Darren Sumner for his personal attention in putting this together for us. Bryant Park Hotel super special! Donna and Guillermo Chacon",R
,"When we arrived in our room, there was a bad odor. When I called the front desk, they responded immediately and resolved it by upgrading our room, even though we were able to trace the source of the smell and remove it. They couldn't have been more gracious. They also helped me to plan for a 75th Birthday by getting flowers and champagne etc in the room, and they even left a little gift. The bed was possibly the best ever from any hotel we've ever stayed in, including Four Seasons etc. The only drawback to a good night's sleep was that the room darkening shades were not. There was plenty of ambient light that got through. The bathroom was large and the shower was glorious. The only drawback here is that for two people, there was not enough countertop space for toiletries. I",R
,"Such a wonderful spot to visit. Lots of people around, but that's NYC! Everyone was so helpful and the hotel was very clean! Have to compliment the bartenders! They made great drinks and were so friendly!",R
,"We live in Connecticut and visit our son, his wife and our wonderful granddaughter frequently. Typically we stay at the hotel with the best deal. This weekend and last we had a great experience at the Bryant Park Hotel. The rooms and bathrooms are exceptionally large for New York. A park view is fantastic. They have free water, turndown service and a very friendly staff. We will be back.",R
,"As always the Bryant Park Hotel is the perfect NYC hotel. It is a short walk from Penn Station, a short walk to Times Square and in the Winter it is right outside the Winter Wonderland at Bryant Park. The hotel is great and helped us celebrate our 20th anniversary with Champagne and Chocolates. Thanks for a great Stay!",R
,The Bryant Park hotel is a luxury hotel and it is overlooking Bryant Park. The service is perfect and the prices are... almost reasonable. Perfect place. The Koi restaurant who also provide breakfast (not to par with nearby places) is an excellent place to lunch or diner.,R
,"The Bryant Park Hotel is my go-to hotel in NYC. It's not a chain, it's a cool indie, in a great location, with super staff, perfectly sized comfortable rooms and very clean bedding. But have breakfast at the Mayson Kaiser a few doors down, it's so good. I've put up business guests there as well, and everyone loves it.",R
,"Fabulous location, charming hotel, I’ve stayed here before in one of the smaller rooms they are petite but very well-designed, we had one of those booked but the manager Miguel gave us an upgrade to a deluxe queen with a view, which was SUCH a treat, sheer luxury! The staff is so friendly and helpful and I also love that this hotel does not have carpeting in the rooms, very good for people with asthma or allergies.",R
,We were a bit overwhelmed with choice for NYC hotels and everything was expensive for Christmas but really pleased with our choice. Lovely room - sizeable with small sitting area and ours looked to be one of the smallest (so the others must be massive!) - super comfortable bed and one of the best showers I have ever used! Would happily return. Only improvement I would suggest was in room coffee machine/kettle.,R
,"We spend four days in NYC every fall/winter. Bryant Park hotel is our go to place! Great centrally located hotel! Staff is great and attentive, close to theater, restaurants, and a nice walk up town or down town. We highly recommend this hotel for your NYC stay!",R
,"Was in NYC for a couple of nights and another hotel was booked for me. It was a disappointing place and after one night I decided to move to The Bryant Park Hotel, where I had stayed two times before. To make a long story short: it was once more fantastic! You simply can’t go wrong with this place - it’s truly the best choice in the city. Room and bathroom: clean, comfortable and spacious! (for a fair price) Location: mid town, at Bryant Park, which is nearby everything. Staff: always kind and helpful (thank you Dennis, Aishley and Miguel at the front desk). Design and atmosphere of the hotel: modern and cool! And as an extra asset there is the very cool club in the basement. This hotel is by far my top favorite on Manhattan. Highly recommended!",R
,"My wife and I routinely do theater weekends in NYC and years ago found the Bryant Park Hotel as our home in the city. We've had countless stays and each visit it better than the last. When walking in Saturday morning, John greeted us by name with a huge smile and handshake. You can tell he truly cares about guests. Every staff member was, as always, upbeat and friendly. Our room was immaculate as always, minimalist but still elegant. Seeing Miguel, who has gone out of his way to make us feel at home every time, Sunday evening as we were leaving was the icing on the cake. The addition of coffee and water in the elevator lobby is a nice touch! Can't wait to return back home in a few months.",R
,"Visited NYC for work- great location, modern rooms with all the amazing amenities, and staff who actually appreciate your business to ensure to have an awesome stay... and return! From doorman to front desk staff- it was a pleasure! NYC hospitality!",R
,"Wow! This was the absolute perfect hotel for everything we wanted to do in NYC. We had two beautiful suites overlooking the park. The suites were spacious, comfortable, and beautiful! The location was fantastic, and we walked to three fabulous dinners. Our daughter ran her first marathon, and she did REALLY well. We think that her great night of sleep made all the difference. The team was amazing - friendly, professional, and helpful! We look forward to our next visit. We are “travel snobs”, and we recommend this hotel to the most discerning of travelers! :)",R
,"Great hotel, great location & great staff! Very clean with comfortable bed and amazing shower. Got upgraded to a junior suite overlooking Bryant Park. Didn’t try hotel bar or restaurant but plenty of choices nearby. Will definitely stay here again.",R
,"My daughter and I booked a junior suite (room 909) which was very spacious with a large living room, a dining room table and a king size bed. The views of Bryant Park and the city were quite nice. The refrigerator was actually cold, a rare treat. We appreciated the Molton Brown toiletries, bathrobes and the soft thick towels. The only complaint was the outlets wouldn't keep a charger plugged in, kept falling out. The front desk staff and the doormen were very cordial and aimed to please. Would have liked a Keurig in the room instead of going downstairs for morning coffee.",R
,I am thankful for Miguel and Job at the desk. They treated my family and I with outstanding hospitality and service. My wife became ill and we were put up in a beautiful room! I mean this place is spotless and modern. The guys got me in through Hotel Tonight in literally 5 minutes. It makes me want to visit again soon. I love New York!,R
,"We arrived the Bryant Park Hotel just prior to the Labour Day Public Holiday The staff are very friendly & accommodating Our initial room a step up from standard however like many New York rooms was very small not even enough room for our cases The breakfast area fortunately had both inside seating & alfresco, this was needed as seating & food was at a premium because the hotel was fully booked Also due to the hotel being full the flow on affect was the lifts were very slow We had to travel to Chicago for 2 days & the hotel allowed us to store our bags in their holding area which was good Upon our return the Labour Day Holiday was over we upgraded our new room to a suite- fantastic could actually get to our cases without climbing over things With less guests the breakfast",R
,"My husband and I have just returned from our second stay at the Bryant Park Hotel having stayed for 10 nights last year. We were not disappointed all the staff from check in at reception ,concierge, security staff and housekeepers they were all extremely friendly efficient and professional. The room was spotlessly clean and the turn down service excellent along with the Moulton Brown toiletries. We were always greeted with a friendly smile from all the security staff when we left and returned to the hotel. The Koi restaurant was as good as last year and a must for any visitor. The view of the park was amazing and this is certainly the only hotel we will stay in when visiting New York. Thank you Bryant Park for another super holiday.",R
,"First time in New York, and I have to say that the staff at the Bryant Park Hotel are hands down the best in the business. I was checked in by John upon arrival. Having driven quite a distance my 7 year old had to use the facilities and even though we were extremely early for check in, John accommodated my son and I without hesitation he had us booked in a room and ready to go within minutes even though we were almost three and a half hours early. The room was very large, very clean and we had a beautiful view of Bryant Park. I was very nervous about driving and parking in the city so we opted for valet parking, which again was very seamless and so very convenient. I don't of course know all the staff members names, but every single one of the was courteous, kind and so",R
,"Stayed for my birthday weekend, and had the best time! Ashley and Emily were both so helpful with anything I needed. Everything was beautiful and the service was impeccable! Beautiful room and view! I will definitely be back!!",R
,"A lifelong NY-er (who recently left), I'm hard to impress. But this has become my go-to home-away-from-home when I visit the city. The bed, the bathroom, the proximity to the park, the sushi...I could go on and on and on. The front desk team -- Miguel and Dennis -- are truly amazing. I can't imagine staying anywhere else. If I could give it six stars, I would!",R
,"My wife and I recently got to stay at the Bryant Park Hotel. It had been a couple of years since we were in New York and we were glad that the Hotel continues to provide top notch customer service, looks great, has added amenities, and is so central to everything. As we were getting out of our Lyft, Matthew greeted us and welcomed us back to the Hotel. He took us into Yasmin at the front desk, who cheerfully introduced herself, welcomed us back, gave us bottles of water and told us about the changes at the Hotel since our last stay two years ago, which included a new morning coffee and muffin service and a complete overhaul of their bar venue. The customer service is top notch and we always feel like the most important guest in the Hotel when we stay there. Yasmin",R
,All I have to say is WOW! Booked a room for my parents 30th year anniversary and Miguel and Job upgraded our room free of charge! I have never received better service! Highly recommended staying here!,R
